gvkey,iid,gvkeyx,from,thru
202086,03W,150378,2008-12-22,
202086,03W,150171,2008-12-22,
202086,03W,150928,2011-11-01,2021-05-02
202086,03W,150928,2022-05-02,2023-05-01
202093,01W,150072,1993-09-01,
202094,01W,150072,1993-09-01,
202095,01W,150072,1993-09-01,
202124,01W,150021,1998-03-19,2003-03-07
202124,01W,150021,2008-09-22,2012-10-18
202125,01W,150061,1992-12-31,1999-06-03
202135,01W,150072,1993-09-01,2002-01-04
202135,01W,150072,2002-06-18,
202138,01W,150072,1993-09-01,
202145,01W,150194,1985-12-31,1995-03-25
202146,01W,150069,1985-12-31,1993-07-01
202146,01W,150194,1985-12-31,1993-10-26
202147,01W,150194,1985-12-31,1994-10-01
202149,01W,150072,1993-09-01,1999-12-03
202150,01W,150072,1995-01-16,
202151,01W,150072,1995-01-16,2002-01-04
202151,01W,150072,2002-06-18,
202153,01W,115114,1997-04-10,2022-04-03
202154,01W,150194,1985-12-31,1994-02-21
202158,01W,115114,1997-04-07,2022-04-03
202160,01W,115114,1997-04-18,2000-11-08
202160,01W,150077,2000-11-09,2022-04-03
202163,01W,150021,1993-12-08,2004-12-31
202163,01W,150021,2015-09-21,2016-09-16
202163,01W,150021,2017-09-18,
202173,01W,150077,2004-11-30,2005-08-31
202173,01W,150194,2005-09-01,2025-04-08
202183,01W,150021,1993-12-08,2004-12-31
202184,01W,150021,1993-12-08,2004-12-31
202184,01W,150378,2000-12-31,2003-03-21
202184,01W,150376,2000-09-18,2003-03-23
202186,01W,150061,1992-03-30,2001-02-19
202196,01W,150194,1985-12-31,2025-01-30
202203,01W,150072,1993-09-01,
202205,01W,150072,1995-03-07,
202206,01W,150072,1993-09-01,2004-09-03
202206,02W,150072,1995-03-09,1997-12-26
202212,01W,150051,1996-12-31,2001-06-15
202218,01W,150077,1997-04-14,2022-04-03
202219,01W,150072,1993-09-01,2004-05-27
202219,01W,150072,2006-01-16,
202224,01W,115114,1997-04-21,2003-08-05
202224,01W,150077,2003-08-06,2004-07-30
202224,01W,150194,2004-08-02,2025-04-08
202225,01W,115114,1997-04-16,2015-11-25
202225,01W,150194,2017-03-23,
202226,01W,150061,1992-05-12,2000-05-24
202233,01W,115114,1997-04-16,2022-04-03
202242,01W,150007,1993-07-30,2001-03-13
202243,01W,115114,1997-04-16,2001-08-06
202244,01W,150194,1985-12-31,1993-04-01
202245,01W,150194,1985-12-31,1993-03-25
202246,01W,150376,2000-01-01,2000-04-25
202247,01W,150069,1985-12-31,1992-09-29
202247,01W,150194,1985-12-31,1992-09-24
202248,01W,150061,1988-12-31,1990-09-27
202251,01W,150034,1989-01-31,1992-03-13
202251,01W,150034,1994-07-01,
202251,01W,151232,1989-01-31,1992-03-13
202251,01W,151232,1993-07-01,2016-07-15
202251,01W,150378,2000-12-31,
202251,01W,150376,2000-01-01,2000-09-15
202251,01W,150376,2001-06-18,2011-09-16
202253,01W,150021,1993-12-08,1997-09-09
202257,01W,150061,1990-06-29,2005-11-10
202268,01W,150072,1993-09-01,
202271,01W,150072,1993-09-01,
202272,01W,150072,1993-09-01,
202273,01W,150072,1995-01-16,2016-09-13
202273,01W,150072,2016-11-01,
202274,01W,150072,1993-09-01,2020-01-07
202274,01W,150072,2020-02-08,
202275,01W,150061,1989-10-05,1997-06-12
202282,01W,150077,1987-06-30,1999-08-31
202282,01W,150194,1999-09-01,2025-04-08
202283,01W,151210,1995-08-15,2002-10-25
202283,01W,151210,2004-04-01,2012-03-30
202287,01W,150021,1993-12-08,1996-03-28
202290,01W,150061,1991-06-05,1996-09-26
202290,01W,150061,1998-12-31,2001-04-12
202291,01W,150007,1993-07-30,2002-08-28
202293,01W,150007,1993-07-30,1995-12-15
202293,02W,150007,1993-07-30,2000-09-25
202293,03W,150007,1993-07-30,2000-09-25
202294,01W,150061,1990-11-30,1996-06-28
202295,01W,150021,1993-12-08,1994-06-07
202295,01W,150021,1995-02-09,1999-05-21
202302,01W,150061,1989-01-27,1989-04-14
202305,01W,150007,1993-07-30,
202305,01W,150376,2011-01-31,
202305,01W,150378,2011-01-31,
202305,01W,150356,2011-01-31,
202305,01W,150940,2015-09-21,2020-09-20
202305,01W,150095,2009-03-23,2019-03-20
202305,01W,150095,2019-03-26,
202305,02W,150007,1993-07-30,2011-02-02
202305,02W,150378,2000-12-31,2011-01-28
202305,02W,150356,1989-01-13,2011-01-28
202305,02W,150376,2000-01-01,2011-01-28
202305,02W,153256,2006-07-24,2011-02-02
202305,02W,150095,2009-03-23,2011-01-28
202315,01W,150021,1993-12-08,2000-09-11
202319,01W,150072,1993-09-01,
202321,01W,150077,1987-06-30,2003-03-25
202322,01W,150378,2006-03-20,2014-12-19
202322,01W,150376,2006-03-20,2014-12-19
202322,01W,150262,2008-10-31,2015-03-20
202322,01W,150928,2011-05-02,2014-10-31
202322,02W,150376,2024-06-24,2025-06-22
202323,01W,150194,1985-12-31,2001-05-23
202324,01W,150077,1993-06-15,2000-11-30
202324,01W,150194,2000-12-01,2001-06-21
202325,01W,150077,1988-02-02,1989-08-31
202325,01W,150194,1989-09-01,2002-12-25
202326,01W,150077,1994-12-01,2010-12-27
202327,01W,150194,1985-12-31,2009-08-02
202327,01W,150077,2009-08-03,2022-04-03
202328,01W,115114,1997-04-25,2021-07-01
202329,01W,150077,1987-06-30,1996-08-30
202329,01W,150194,1996-09-02,2018-01-29
202330,01W,150077,1987-06-30,2010-04-20
202331,01W,150194,1985-12-31,2025-01-30
202332,01W,150194,2013-07-31,
202334,01W,150194,1985-12-31,2025-04-08
202335,01W,150077,1987-06-30,2007-07-25
202337,01W,150077,1987-06-30,2001-09-25
202338,01W,150192,2001-09-28,2015-09-30
202338,01W,115114,1992-04-30,1992-11-01
202338,01W,150077,1992-11-02,1998-08-31
202338,01W,150194,1998-09-01,2025-04-08
202339,01W,150077,1987-06-30,2005-02-22
202340,01W,150077,1987-06-30,2022-04-03
202341,01W,150194,1985-12-31,2000-12-29
202342,01W,150194,1985-12-31,2001-06-25
202343,01W,150077,1987-06-30,2001-02-28
202343,01W,150194,2001-03-01,2025-04-08
202344,01W,150077,1987-06-30,2004-08-31
202344,01W,150194,2004-09-01,2025-04-08
202345,01W,150077,1993-07-05,2022-04-03
202346,01W,150077,1987-06-30,1999-08-31
202346,01W,150194,1999-09-01,2009-08-18
202347,01W,150077,1988-02-25,1997-08-29
202347,01W,150194,1997-09-01,2007-07-25
202348,01W,150194,1985-12-31,2025-04-08
202349,01W,150077,1988-02-22,2020-12-07
202350,01W,150194,1985-12-31,2025-04-08
202351,01W,150194,1985-12-31,2025-04-08
202352,01W,150077,1997-04-24,2010-06-01
202353,01W,115114,1997-04-23,2004-02-24
202354,01W,150077,1987-06-30,2022-04-03
202356,01W,150194,2013-08-30,
202357,01W,150077,1987-06-30,2022-04-03
202358,01W,150077,1987-06-30,2007-07-25
202359,01W,150194,1989-12-22,2025-04-08
202360,01W,150194,1986-12-01,2025-04-08
202362,01W,150061,1992-10-27,2013-03-15
202362,01W,150061,2015-03-23,
202363,01W,150072,1993-09-01,
202369,01W,150194,1985-12-31,1997-05-07
202371,01W,150061,1988-12-31,1993-02-24
202373,01W,150033,1995-08-28,2009-07-03
202373,01W,150033,2011-02-01,2011-12-16
202373,01W,150033,2024-12-23,
202375,02W,150086,1996-03-29,2003-01-29
202375,03W,150086,2019-01-07,
202378,01W,150072,1993-09-01,1994-12-30
202378,01W,150072,1995-03-07,1998-05-11
202378,01W,150072,2001-06-18,
202382,01W,115114,1992-05-01,1995-07-28
202383,01W,115114,1992-09-01,1997-08-29
202383,01W,150077,1997-08-01,2012-11-29
202383,01W,150194,2012-11-30,
202384,01W,115114,1994-04-01,2005-09-26
202385,01W,115114,1992-05-01,2022-04-03
202386,01W,115114,1993-07-01,1999-04-06
202387,01W,115114,1993-01-01,2010-06-22
202388,01W,115114,1995-01-02,1998-11-10
202389,01W,115114,1994-11-01,2022-04-03
202390,01W,115114,1992-05-01,1995-03-19
202390,01W,150077,1995-03-20,2022-04-03
202391,01W,115114,1993-08-02,2022-04-03
202392,01W,115114,1992-05-01,2021-05-27
202393,01W,115114,1992-05-01,2022-04-03
202395,01W,115114,1993-07-01,2022-04-03
202396,01W,115114,1992-05-01,2022-04-03
202397,01W,115114,1992-05-01,2010-01-18
202398,01W,115114,1992-05-01,2000-10-05
202398,01W,150077,2000-10-06,2002-08-30
202398,01W,150194,2002-09-02,2018-08-28
202399,01W,115114,1992-05-01,2022-04-03
202400,01W,115114,1992-05-01,2003-10-03
202401,01W,115114,1992-05-01,2007-01-29
202401,01W,150194,2006-04-03,2025-04-08
202402,01W,115114,1992-05-01,2022-04-03
202403,01W,115114,1992-05-01,2022-04-03
202404,01W,115114,1993-03-01,2022-04-03
202405,01W,115114,1992-05-01,2008-03-28
202405,01W,150077,2008-10-31,2017-12-20
202405,01W,150194,2017-12-21,2025-01-30
202407,01W,115114,1992-05-01,2007-04-26
202407,01W,150077,2007-04-27,2008-03-18
202407,01W,150194,2009-10-30,2025-01-30
202408,01W,115114,1992-05-01,2004-04-05
202409,01W,115114,1992-05-01,2022-04-03
202410,01W,115114,1992-05-01,2022-04-03
202411,01W,115114,1992-05-01,2008-11-27
202412,01W,115114,1994-08-01,2008-09-10
202413,01W,115114,1992-05-01,2007-04-30
202414,01W,115114,1992-05-01,2022-04-03
202415,01W,115114,1994-12-01,2007-08-01
202416,01W,115114,1992-05-01,2008-09-30
202417,01W,115114,1992-06-01,2011-04-01
202418,01W,115114,1992-05-01,2022-04-03
202419,01W,115114,1992-05-01,2008-07-04
202420,01W,115114,1992-05-01,2010-10-05
202420,01W,115114,2014-03-06,2022-04-03
202421,01W,115114,1994-05-02,1997-07-31
202421,01W,150077,1997-08-01,1997-09-29
202421,01W,150077,1998-12-30,1999-08-31
202421,01W,150194,1999-09-01,2011-07-31
202422,01W,115114,1992-05-01,1995-11-29
202422,01W,150077,1995-11-30,1997-08-29
202422,01W,150194,1997-09-01,2025-04-08
202423,01W,115114,1992-05-01,1997-12-28
202424,01W,115114,1992-05-01,2004-02-25
202425,01W,115114,1992-05-01,2001-11-05
202425,01W,150077,2001-11-06,2016-08-23
202426,01W,115114,1992-05-01,2008-01-30
202426,01W,150077,2007-11-30,2011-03-25
202426,02W,150194,2012-09-28,
202427,01W,115114,1995-01-02,2016-06-16
202427,01W,150194,2016-06-17,
202428,01W,115114,1992-05-01,2000-04-25
202429,01W,115114,1992-05-01,2022-04-03
202430,01W,115114,1992-07-01,2004-11-25
202431,01W,115114,1992-05-01,2022-04-03
202432,01W,115114,1992-05-01,2003-04-02
202433,01W,115114,1992-05-01,2022-04-03
202434,01W,115114,1992-05-01,1997-01-30
202434,01W,150077,1997-01-31,2001-01-31
202434,01W,150194,2001-02-01,2025-01-30
202435,01W,115114,1994-12-01,1999-01-19
202435,01W,150077,2004-01-20,2005-02-28
202435,01W,150194,2005-03-01,2025-04-08
202436,01W,115114,1992-05-01,2001-08-28
202436,01W,150077,2001-08-29,2003-05-30
202436,01W,150194,2003-06-02,2025-04-08
202437,01W,115114,1992-05-01,2004-04-05
202438,01W,115114,1992-06-01,2011-12-26
202439,01W,115114,1992-05-01,2022-04-03
202440,01W,115114,1994-06-01,2022-04-03
202441,01W,115114,1992-05-01,2005-03-28
202441,01W,150077,2005-04-26,2022-04-03
202442,01W,115114,1994-04-01,2000-02-18
202442,01W,150077,2000-02-21,2014-12-04
202442,01W,150194,2014-12-05,
202444,01W,115114,1992-05-01,1996-05-16
202444,02W,115114,2003-03-11,2013-07-15
202444,02W,150077,2005-05-12,2006-04-28
202444,02W,150194,2006-05-01,2025-01-30
202445,01W,115114,1992-05-01,2022-04-03
202446,01W,115114,1992-05-01,2022-04-03
202447,01W,115114,1993-08-02,2004-03-03
202447,01W,150077,2004-04-06,2005-01-31
202447,01W,150194,2005-02-01,2025-04-08
202449,01W,115114,1992-05-01,2022-04-03
202450,01W,115114,1992-05-01,2022-04-03
202451,01W,115114,1992-08-03,1997-09-09
202452,01W,115114,1992-05-01,2009-04-29
202452,01W,150194,2007-01-31,2025-04-08
202453,01W,115114,1994-10-03,2019-08-29
202454,01W,115114,1994-03-01,2003-07-28
202455,01W,115114,1992-05-01,2016-05-26
202456,01W,115114,1992-05-01,2022-04-03
202457,01W,115114,1993-12-01,2022-04-03
202458,01W,115114,1992-05-01,2022-04-03
202459,01W,115114,1992-05-01,2012-03-20
202460,01W,115114,1993-12-01,2022-04-03
202461,01W,115114,1992-05-01,2022-04-03
202462,01W,115114,1992-05-01,2008-08-25
202463,01W,115114,1992-05-01,1999-12-17
202463,01W,150077,1999-12-20,2022-04-03
202464,01W,115114,1992-05-01,2007-07-30
202465,01W,115114,1992-05-01,2022-04-03
202466,01W,115114,1992-05-01,2009-02-17
202467,01W,115114,1993-12-01,2022-04-03
202468,01W,115114,1992-05-01,1999-03-24
202468,01W,150077,1999-03-25,2007-02-28
202468,01W,150194,2007-04-27,2025-01-30
202469,01W,115114,1992-05-01,2018-08-20
202470,01W,115114,1992-05-01,1996-10-01
202471,01W,150192,2006-07-26,
202471,01W,115114,1995-01-02,1997-01-30
202471,01W,150077,1997-01-31,1998-07-31
202471,01W,150194,1998-08-03,2025-04-08
202472,01W,115114,1992-05-01,2022-04-03
202473,01W,115114,1992-05-01,2021-03-11
202474,01W,115114,1992-05-01,2009-04-29
202475,01W,115114,1992-05-01,2022-04-03
202476,01W,115114,1993-12-01,2004-04-05
202477,01W,115114,1994-10-03,2022-04-03
202478,01W,115114,1992-06-01,2004-06-10
202479,01W,115114,1995-01-02,1997-03-17
202479,01W,150077,1997-03-18,2003-04-30
202479,01W,150194,2003-05-01,2025-04-08
202480,01W,115114,1992-05-01,2000-02-08
202480,02W,115114,2008-12-31,2010-01-22
202480,02W,150077,2010-01-29,2021-06-28
202481,01W,115114,1992-05-01,2014-03-11
202481,01W,150077,2014-03-12,2017-03-27
202481,01W,150194,2017-03-28,2025-01-30
202482,01W,115114,1994-07-01,2022-04-03
202483,01W,115114,1992-05-01,2000-12-12
202483,01W,150077,2000-12-13,2022-04-03
202484,01W,115114,1992-05-01,1999-12-02
202484,01W,150077,1999-12-03,2005-01-25
202485,01W,115114,1994-12-01,2022-04-03
202486,01W,115114,1992-05-01,1997-09-29
202487,01W,115114,1992-05-01,2019-11-28
202488,01W,115114,1992-05-01,2022-04-03
202489,01W,115114,1992-05-01,2022-04-03
202490,01W,115114,1992-05-01,2004-02-25
202491,01W,115114,1992-05-01,1995-07-28
202492,01W,115114,1992-05-01,2022-04-03
202493,01W,115114,1992-05-01,2009-09-28
202494,01W,115114,1992-05-01,2008-12-30
202495,01W,115114,1992-05-01,2011-10-03
202496,01W,115114,1992-05-01,2007-01-29
202497,01W,115114,1992-06-01,1997-02-20
202497,01W,150077,1997-02-21,2007-09-24
202498,01W,115114,1994-05-02,2001-05-08
202498,01W,150077,2001-05-09,2022-04-03
202499,01W,115114,1992-05-01,2012-05-01
202503,01W,150012,1988-12-31,1996-10-11
202505,01W,150194,2002-05-01,2025-04-08
202506,01W,150061,1988-12-31,1992-07-24
202506,01W,150061,2001-09-03,2008-03-28
202506,01W,150061,2009-03-20,2010-03-19
202506,01W,150061,2012-03-19,2018-03-18
202514,01W,150021,1998-01-02,2002-09-30
202514,01W,150171,2000-01-19,2002-09-30
202515,01W,150061,1993-06-04,1996-05-29
202515,02W,150061,1993-06-04,1996-05-29
202515,03W,150061,1992-02-27,1995-11-28
202516,01W,150007,2001-06-18,2014-04-30
202520,02W,150033,1990-04-20,1992-11-30
202525,01W,150021,1993-12-08,1996-12-31
202533,01W,150061,1988-12-31,1989-06-29
202536,01W,150033,1990-04-20,2002-01-30
202544,01W,150033,2006-03-20,2008-02-28
202546,01W,150944,2014-12-23,
202552,01W,150280,2001-11-28,
202553,01W,150039,2002-05-29,2011-09-01
202553,01W,150196,2006-10-11,2007-04-30
202553,01W,150196,2002-05-01,2004-02-04
202553,01W,150039,2012-09-04,
202553,01W,150196,2014-09-01,2017-09-17
202553,01W,150196,2019-09-23,
202558,01W,150061,1988-12-31,1997-11-28
202562,01W,150039,1995-01-24,1995-04-28
202563,01W,150077,1987-06-30,2018-01-08
202563,02W,150077,2018-01-09,2022-04-03
202567,01W,150061,2008-12-22,2011-03-08
202569,03W,150039,2002-05-29,2004-02-04
202572,01W,150184,1994-12-31,2001-06-30
202572,01W,150012,1988-12-31,2001-06-30
202572,02W,150184,2002-06-18,2003-11-07
202572,02W,150012,2002-06-18,2008-10-30
202572,02W,150012,2009-01-12,2012-06-11
202579,01W,150194,2000-12-21,2025-04-08
202580,01W,150007,2001-06-18,2006-03-27
202580,02W,150007,1993-07-30,2000-01-18
202580,02W,150007,2001-06-18,2006-03-27
202585,01W,150033,1990-04-20,1994-12-30
202588,01W,150007,1993-07-30,2007-08-30
202588,01W,150356,2000-01-19,2002-09-20
202596,01W,150061,1993-07-06,1996-10-18
202599,01W,150355,1995-06-07,
202601,01W,150355,1995-06-07,1995-08-18
202604,01W,150072,1993-09-01,1994-12-30
202605,01W,150077,1991-12-31,1995-08-31
202605,01W,150194,1995-09-01,2025-04-08
202612,01W,150280,2001-11-28,2005-09-22
202619,01W,150061,1988-12-31,1998-12-30
202619,01W,150061,2001-09-03,2008-03-28
202619,01W,150061,2009-03-20,2014-03-21
202619,01W,150061,2015-03-23,2020-06-21
202621,01W,150061,1988-12-31,1989-12-27
202622,01W,150061,1988-12-31,1989-04-26
202622,02W,150061,1988-12-31,1992-04-23
202625,01W,150376,2020-06-22,2021-06-20
202634,01W,150072,1995-03-07,2001-06-15
202634,02W,150072,1993-09-01,
202637,01W,150033,1995-08-28,2002-11-19
202640,01W,150072,1993-09-01,
202641,01W,150194,1987-09-01,2007-04-03
202642,01W,150184,1994-12-31,2010-05-25
202642,01W,150012,1988-12-31,
202645,01W,150072,1993-09-01,2002-01-04
202645,01W,150072,2002-06-18,
202646,01W,150184,1994-12-31,2001-07-06
202646,01W,150012,1988-12-31,2006-06-11
202647,01W,150072,1993-09-01,1994-12-30
202647,01W,150072,1995-03-07,2000-05-08
202650,01W,150061,1988-12-31,1989-04-07
202653,01W,150072,1995-01-16,2002-01-04
202653,01W,150072,2002-06-18,
202654,01W,150072,1993-09-01,
202655,01W,150061,1993-09-30,1996-03-29
202655,01W,150061,2002-07-11,2007-03-13
202661,01W,150039,1997-05-22,1998-04-14
202661,01W,150196,2006-02-01,2007-02-27
202661,01W,150039,2007-01-30,2007-02-27
202662,01W,150007,1993-07-30,2000-04-13
202662,01W,150356,1993-06-21,2000-01-18
202664,01W,150061,1993-08-31,2003-09-01
202667,01W,150034,1996-01-01,1998-11-26
202673,01W,150339,2004-05-17,2010-06-06
202675,01W,150072,1993-09-01,
202680,01W,150021,1995-07-03,2001-05-30
202680,01W,150021,2005-01-03,
202682,01W,150039,1997-05-22,1999-01-30
202686,01W,150012,1999-04-30,2004-10-12
202688,01W,150184,1994-12-31,1996-08-16
202688,01W,150012,1988-12-31,2002-06-17
202691,01W,150194,1985-12-31,2025-04-08
202695,01W,150072,1995-01-16,2002-11-04
202695,02W,150072,1995-03-09,1998-02-13
202698,01W,150376,2000-09-18,2001-03-19
202709,01W,150007,1993-07-30,2003-12-16
202711,01W,150051,2004-09-06,2018-09-06
202712,01W,150355,1995-06-07,2001-11-13
202713,01W,150194,1985-12-31,2003-07-28
202714,01W,150194,1985-12-31,2025-01-30
202718,01W,150077,1987-06-30,2022-04-03
202719,01W,115114,1992-04-30,1996-09-04
202719,01W,150077,1996-09-05,1998-02-27
202719,01W,150194,1998-03-02,2025-04-08
202724,01W,150355,2002-01-31,2002-12-12
202726,01W,150355,2004-06-12,2007-06-15
202726,01W,150355,2009-06-21,2011-06-08
202727,01W,150077,1987-06-30,2011-04-01
202727,02W,150077,2014-04-01,2018-09-30
202728,01W,150355,1995-06-07,2019-06-12
202729,01W,150355,1995-06-07,2011-06-08
202730,01W,150355,1995-06-07,2002-01-30
202731,01W,150355,1995-06-07,2005-04-01
202731,01W,150355,2006-06-09,2009-06-11
202732,01W,150355,2018-01-09,2024-06-12
202732,01W,150355,1995-06-07,2015-06-11
202735,01W,115114,1997-05-30,2022-04-03
202736,01W,150355,1995-06-07,2002-06-17
202744,01W,150077,1993-10-07,1995-08-31
202744,01W,150194,1995-09-01,2025-01-30
202745,01W,150194,1985-12-31,2025-01-30
202746,01W,150194,1985-12-31,2002-09-25
202747,01W,150077,1987-06-30,2022-04-03
202748,01W,150077,1987-06-30,2010-10-05
202749,01W,150077,1987-06-30,2011-01-27
202753,01W,150061,1994-02-28,1998-12-30
202754,01W,115114,1997-05-13,2008-01-03
202756,01W,150376,2001-09-24,2003-12-21
202763,01W,150012,1988-12-31,1996-10-11
202768,01W,150077,1987-06-30,2021-03-29
202776,01W,150077,1987-06-30,2013-10-09
202776,01W,150077,2013-10-31,2022-04-03
202777,01W,150077,1987-06-30,2004-07-28
202778,01W,150077,1987-06-30,2002-06-25
202782,01W,150355,1995-06-07,2002-01-30
202782,03W,150355,2011-06-09,
202783,01W,150012,1992-08-28,1999-04-29
202785,01W,150061,1992-11-27,1996-05-30
202786,01W,150194,1985-12-31,2025-01-30
202787,01W,150061,2001-09-03,2002-12-19
202794,01W,150077,1987-06-30,2022-04-03
202801,01W,150077,1991-12-31,2022-04-03
202802,01W,150194,1985-12-31,2005-06-24
202803,01W,150194,1987-09-01,2025-01-30
202807,01W,153256,2019-06-25,2019-06-30
202807,01W,150007,1993-07-30,
202807,01W,150356,1992-09-24,2003-03-21
202807,01W,153256,2021-09-20,
202807,01W,150356,2014-12-04,
202807,01W,153256,2019-02-15,2019-03-05
202807,01W,153256,2014-12-04,2018-09-24
202809,01W,150061,1989-01-27,2003-11-07
202812,01W,150061,1993-07-29,1998-12-30
202812,01W,150061,2001-09-03,2001-10-31
202819,01W,150270,1993-06-17,2002-10-31
202819,01W,150270,2003-11-19,2004-01-19
202819,01W,150270,2004-03-31,2005-03-18
202819,01W,150270,2007-01-30,2010-04-08
202820,01W,150077,1987-06-30,2022-04-03
202821,01W,150077,1987-06-30,1997-08-29
202821,01W,150194,1997-09-01,2025-04-08
202823,01W,150077,1987-06-30,2019-10-04
202829,01W,150061,1989-01-27,1998-11-20
202831,01W,150021,1993-12-08,1995-06-30
202832,01W,150077,2000-03-01,2012-04-05
202832,01W,150194,2012-06-30,
202833,01W,150077,1987-06-30,1988-05-31
202833,01W,150194,1988-06-01,2025-04-08
202837,02W,150033,2007-05-01,2008-05-28
202838,01W,150077,1987-06-30,1989-08-31
202838,01W,150194,1989-09-01,2025-04-08
202839,01W,150077,1987-06-30,2008-03-25
202840,01W,150077,1987-12-28,1991-11-28
202840,01W,150194,1991-11-29,2023-04-05
202841,01W,150194,1985-12-31,2023-05-10
202843,02W,150355,1995-06-07,2000-04-13
202844,01W,150077,1987-06-30,2022-04-03
202845,01W,150077,2008-10-31,2013-07-15
202845,01W,150194,2013-07-19,2024-07-28
202846,02W,150086,1998-03-02,2010-01-03
202847,01W,150194,1985-12-31,2025-04-08
202849,01W,150194,1985-12-31,2003-08-26
202850,01W,150072,1993-09-01,2010-11-29
202850,01W,150072,2014-02-05,
202855,01W,150077,1987-06-30,2007-02-28
202855,01W,150194,2007-04-27,2025-01-30
202856,01W,150077,1987-06-30,2009-01-22
202857,01W,150194,1985-12-31,2015-02-24
202858,01W,150077,1987-06-30,1997-08-29
202858,01W,150194,1997-09-01,2025-01-30
202859,01W,115114,1992-05-01,2001-02-19
202859,01W,150077,2001-02-20,2002-02-28
202859,01W,150194,2002-03-01,2025-04-08
202860,01W,150077,1987-06-30,2004-02-28
